network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access
364,TCP,5,1274.1942392067006,AES,0.8708336888298047,2,Firefox,0
622,TCP,6,106.8587436466122,,0.3298889701600508,1,Firefox,1
706,TCP,4,2107.19716665885,DES,0.4658562587345757,2,Edge,1
686,TCP,3,568.5288982396605,DES,0.6136432536281438,1,Firefox,0
332,TCP,2,808.6446595055914,AES,0.1742454820703902,2,Chrome,0
438,TCP,4,415.7067630688467,DES,0.2172346369333444,1,Chrome,0
566,UDP,5,830.483464807917,DES,0.6028501934467423,1,Firefox,0
695,UDP,1,989.8897960942786,AES,0.259418552130799,2,Edge,0
404,TCP,9,1622.860870864447,DES,0.2356755502429507,2,Chrome,0
462,TCP,5,1541.3967703070944,AES,0.0400191829191788,2,Chrome,0
278,TCP,8,354.30271017360786,AES,0.5116026457176248,2,Edge,0
260,UDP,6,765.3837210156122,AES,0.5402342873210285,1,Chrome,0
662,TCP,3,1213.40421214117,,0.4544121864022344,1,Safari,0
771,ICMP,6,1158.071232246108,,0.1357785048218817,2,Chrome,1
485,TCP,5,1772.622948174797,,0.4362987418285402,2,Chrome,0
700,TCP,6,1426.7642254528307,DES,0.1997666308396278,4,Chrome,0
572,TCP,10,1012.2699508672414,DES,0.1644573479924417,1,Chrome,0
370,TCP,1,1105.3806022240433,AES,0.4086537168997098,2,Chrome,0
572,TCP,6,1317.8935947961731,AES,0.2053917876576297,0,Edge,0
807,TCP,3,1455.576779684165,AES,0.6271547548524079,0,Unknown,0
492,TCP,4,347.91805418370086,AES,0.2638643281334985,1,Edge,0
812,UDP,7,1217.9139195544108,DES,0.651720998102494,2,Chrome,0
64,TCP,6,2384.0286686884297,,0.5125115429611737,1,Chrome,0
664,TCP,3,212.17659606312992,,0.1055602857207033,0,Chrome,0
517,TCP,5,39.54966375410118,DES,0.3360337531065149,1,Edge,0
440,UDP,5,60.12054049063278,DES,0.3466523484514337,1,Chrome,0
518,UDP,7,195.4101798830058,AES,0.4472088363848736,0,Chrome,0
102,TCP,3,2018.4893233966325,,0.208078319662466,2,Edge,0
456,TCP,5,108.46893562306865,DES,0.1097625098489018,2,Firefox,0
571,TCP,5,1101.401768015545,DES,0.4818222137601502,2,Chrome,1
795,TCP,6,1614.1886098890527,AES,0.1796520284230282,2,Chrome,0
396,TCP,6,1679.8526967503185,,0.6107440107285588,0,Chrome,0
338,UDP,2,431.3095534963739,AES,0.3254855696413191,1,Edge,0
399,TCP,3,546.9722169261106,,0.5954335496002904,0,Chrome,0
683,TCP,5,312.3613276488573,AES,0.3415719127620866,3,Firefox,0
565,TCP,8,127.51964209032084,AES,0.1981503877084024,2,Chrome,1
394,UDP,4,190.7796533194509,AES,0.3840149947090269,1,Chrome,0
602,TCP,4,115.82192978072582,AES,0.2826995354274423,1,Chrome,1
519,TCP,3,418.7535920670476,AES,0.5074718561537545,2,Firefox,1
693,TCP,4,149.39682434919536,DES,0.7465329921047918,2,Edge,0
359,TCP,4,413.2077481798984,AES,0.3961354801328169,3,Chrome,0
434,UDP,7,1524.0632797670812,DES,0.2653750876483886,0,Firefox,0
421,TCP,7,850.2462962444683,DES,0.7363071667506592,3,Safari,0
207,UDP,4,869.5488497403968,AES,0.1801952291959206,3,Firefox,0
559,TCP,3,1336.4809719223258,AES,0.2804595050221319,1,Safari,0
552,TCP,2,33.65280380665794,AES,0.3119724983066272,0,Firefox,0
501,UDP,3,1265.8898099183805,AES,0.359586097716788,2,Firefox,0
453,TCP,5,174.87198977443362,AES,0.4396989559319573,2,Firefox,0
216,TCP,6,339.6289336863756,AES,0.792908723614886,0,Edge,0
415,TCP,2,294.5849672223419,AES,0.2046812710873537,3,Chrome,0
431,TCP,2,89.33142787527953,AES,0.0213026825741628,2,Firefox,0
339,TCP,3,152.6475054745366,DES,0.40868098195241,2,Firefox,0
467,ICMP,1,2505.1902247693133,AES,0.2099886202093015,2,Chrome,0
580,ICMP,3,733.5772844904812,DES,0.2422452498276949,2,Chrome,0
877,TCP,4,513.9203055468032,,0.1815156636532834,0,Edge,0
534,TCP,4,1134.3759248662836,,0.6356549060949741,2,Chrome,0
551,TCP,5,1344.486704150752,DES,0.2153356389185488,0,Firefox,0
485,TCP,6,93.46336107579046,DES,0.4063312275073519,2,Chrome,0
116,TCP,4,1080.449674152331,AES,0.4623687098674023,0,Edge,0
494,TCP,6,2155.276873158772,AES,0.4082261331463432,1,Firefox,0
512,TCP,6,704.422488537655,DES,0.2212732586710722,1,Chrome,1
992,TCP,2,761.8596818225025,DES,0.0425389889151891,1,Firefox,0
461,TCP,3,1634.686997948409,DES,0.0902244146247547,1,Edge,0
560,TCP,5,910.2548697823172,DES,0.293848130472684,2,Chrome,0
493,UDP,1,4282.643311411911,DES,0.4271570441204733,1,Unknown,0
266,TCP,5,265.80179500946144,,0.3106996126499128,2,Safari,1
728,TCP,9,1493.9483851057782,DES,0.3440707492302625,0,Chrome,0
650,TCP,9,758.2441511370571,,0.3970540586315398,1,Chrome,1
658,TCP,3,364.2314264843896,DES,0.4228182535278166,1,Chrome,0
318,TCP,2,1716.8731834652806,DES,0.1735475969680256,1,Edge,0
780,TCP,5,4468.001253098631,,0.5133769785913413,1,Chrome,0
219,ICMP,4,47.6720891871051,DES,0.0839245230551094,3,Firefox,1
617,TCP,5,2077.8093270932563,AES,0.756641279217048,1,Firefox,0
938,TCP,5,181.63190836745449,AES,0.3289525285764282,2,Firefox,0
301,TCP,6,183.7197582739341,AES,0.2639313835435253,2,Firefox,0
386,ICMP,1,34.12234567916193,,0.2923132031445906,1,Chrome,1
519,UDP,8,2042.7649588398008,AES,0.2337753258585817,3,Chrome,0
399,UDP,6,1139.689059842402,AES,0.7173627311559833,1,Chrome,0
189,TCP,1,43.94449986840703,AES,0.324800802082674,2,Chrome,0
513,ICMP,3,803.0822652641986,AES,0.1453538307828547,0,Chrome,1
287,TCP,6,102.38892419769635,,0.0638388079990007,1,Chrome,0
594,TCP,9,1113.5448828433073,AES,0.2015363761915499,1,Firefox,0
316,UDP,3,420.8242964449342,DES,0.1010497118158562,0,Chrome,0
809,UDP,4,42.53231749395693,AES,0.1840217502247818,1,Unknown,0
343,TCP,5,1414.7818469631654,AES,0.1099788946865137,3,Edge,1
435,TCP,4,679.6785160847335,AES,0.251661490626902,3,Safari,0
662,TCP,1,1185.7797753569248,AES,0.506076780728524,2,Chrome,0
253,TCP,1,897.9900818952359,DES,0.2380386819236216,4,Unknown,0
545,TCP,4,455.88912093711633,AES,0.2624537715319337,3,Unknown,0
761,ICMP,1,959.6300158997273,AES,0.1775413015405739,2,Chrome,0
178,TCP,3,11.890700511572373,AES,0.2863406889126293,1,Edge,1
536,UDP,3,332.0943080741142,DES,0.7033341839914414,0,Firefox,0
551,UDP,3,1203.5341894452372,DES,0.1178914973329318,2,Chrome,0
656,TCP,5,1151.9651057221577,AES,0.3452066461644786,1,Chrome,0
252,UDP,4,1747.1974055008438,AES,0.3064959364798829,0,Firefox,0
235,TCP,3,755.434368901311,AES,0.2509659861114192,3,Chrome,0
604,TCP,3,2280.568942195515,,0.8039075882980276,0,Chrome,0
559,TCP,3,652.6355940282597,AES,0.1325266852429517,2,Chrome,0
550,TCP,1,555.2444851752033,,0.3650417976497674,2,Chrome,0
569,UDP,7,175.73628085127916,,0.51671417169513,1,Chrome,1
363,ICMP,6,1207.0821332288124,AES,0.3510400422582782,2,Chrome,0
546,TCP,5,942.2728647931104,AES,0.3436559596851325,1,Chrome,0
558,UDP,9,494.07664627087496,DES,0.3144316341041462,2,Safari,0
357,TCP,9,72.91081297639256,DES,0.1995373166844637,2,Edge,0
873,UDP,3,107.46754869926538,DES,0.0512262805867224,2,Chrome,0
594,TCP,3,97.24720087836856,AES,0.4076859456226729,4,Chrome,0
261,TCP,10,376.7703857763132,,0.2406992996769797,1,Safari,0
631,TCP,6,138.5095628371252,AES,0.100603632546575,1,Chrome,0
305,TCP,6,1577.7168112486886,AES,0.346916590070728,1,Edge,0
657,TCP,6,1836.854066404744,,0.147279396713671,3,Chrome,0
731,UDP,5,1554.6376149090595,DES,0.2549226275413593,2,Firefox,0
335,TCP,3,750.9414290852901,DES,0.12309678522027,3,Chrome,0
692,UDP,7,725.7763899065397,,0.5231976202835485,2,Chrome,0
582,UDP,5,1772.5689478516597,AES,0.2328323308098431,1,Chrome,0
664,TCP,8,417.1159065866958,AES,0.3710642290728093,2,Edge,0
879,TCP,5,51.49798031536433,,0.1010016631229617,0,Firefox,0
450,UDP,1,508.49628287021335,AES,0.2577704856444119,2,Chrome,0
349,TCP,8,645.4298805334846,AES,0.242800051494813,1,Chrome,0
322,TCP,1,637.8327848930265,AES,0.1999112691064991,1,Chrome,0
336,TCP,2,138.5347758456176,,0.1171155765443611,2,Chrome,0
484,TCP,5,1223.8102732316374,AES,0.3957542090094353,1,Chrome,1
568,ICMP,5,1053.3158665799629,DES,0.1891346709377445,2,Edge,0
555,TCP,5,208.93902977348893,AES,0.551708412894967,1,Chrome,0
665,TCP,6,640.9945335485618,DES,0.5003713391880107,3,Firefox,0
502,TCP,12,1249.7694954987144,DES,0.2982140196718431,1,Firefox,0
790,UDP,4,6.171441467446689,DES,0.1969726328712207,2,Firefox,0
447,UDP,3,257.4377388281377,AES,0.0676815431149165,0,Firefox,1
1044,TCP,4,510.9845736621589,AES,0.5004393941360112,2,Edge,0
625,TCP,1,1491.6272442087734,AES,0.2292396077650228,3,Chrome,0
328,TCP,4,1283.4300381717148,,0.2790877310772736,2,Chrome,0
285,TCP,7,130.94982959554818,DES,0.2546566696903113,2,Chrome,1
596,TCP,2,497.02132412144806,AES,0.1179179164359383,2,Chrome,0
455,ICMP,2,290.6566794998655,,0.4049464294212396,2,Firefox,0
642,TCP,1,410.5743325044247,,0.2535139501498699,2,Chrome,0
594,TCP,4,622.3103994578047,AES,0.8110277884368354,2,Chrome,0
485,UDP,4,553.4633422524302,DES,0.0914983771525435,2,Chrome,0
330,TCP,2,122.12443528436629,AES,0.5509077290494483,0,Edge,0
197,TCP,7,103.8028280833901,AES,0.444103086563627,2,Edge,0
410,TCP,5,111.65696274923886,AES,0.3910043614883334,1,Edge,0
671,TCP,4,1472.5326581431882,DES,0.1093543451809174,3,Unknown,0
542,UDP,5,16.10939607653426,AES,0.3107330737649837,1,Firefox,1
250,TCP,4,180.92309581506888,AES,0.1752762514727518,1,Chrome,0
534,TCP,7,2496.887261332685,DES,0.2451322964747888,1,Chrome,0
577,TCP,5,54.64134538770197,,0.2994484351708427,1,Edge,0
323,UDP,5,29.59799365313628,DES,0.2776327619502889,1,Chrome,0
530,TCP,5,391.9421775186524,DES,0.3016053857217878,2,Firefox,0
511,TCP,2,131.1458838080163,AES,0.1389147899939635,2,Chrome,0
271,ICMP,3,667.3328621639511,DES,0.0863630197646222,3,Chrome,0
571,TCP,5,330.69417239531657,DES,0.0989605835813575,0,Firefox,0
612,UDP,3,187.5349141621204,DES,0.5341956729663283,2,Safari,0
716,TCP,3,5258.007876672442,,0.0806761863988792,2,Chrome,0
710,TCP,2,333.75180613210904,DES,0.3712473480414219,3,Firefox,0
224,TCP,5,819.5606827516343,DES,0.2634839803106942,2,Edge,0
312,TCP,4,1657.8967328136305,AES,0.2363722399848674,1,Chrome,0
603,TCP,8,2044.817851142252,AES,0.6514337877152981,3,Chrome,0
602,TCP,7,422.2788269064481,AES,0.2150948601146794,3,Edge,0
603,TCP,1,2988.9867876731164,DES,0.2760896524741578,2,Chrome,0
1270,TCP,5,1031.5238151002425,DES,0.7746157586048802,1,Chrome,0
614,TCP,7,700.2644400491948,AES,0.1488149454951986,3,Chrome,0
727,ICMP,2,945.454259300091,AES,0.6518286335567869,1,Chrome,0
690,TCP,8,357.2019170732965,,0.2128422693821582,1,Chrome,0
630,ICMP,3,441.8813257762719,AES,0.3379403701696052,2,Edge,0
436,TCP,2,706.0315237925229,AES,0.3594574510632399,0,Chrome,0
651,TCP,7,316.6108122061147,AES,0.2730883183996028,2,Chrome,0
345,TCP,3,1171.6183429982286,,0.3820914343646016,1,Unknown,1
452,UDP,4,231.3057526954721,AES,0.1758898600813458,3,Safari,0
402,UDP,6,1274.8733430770328,AES,0.4186859064025884,1,Chrome,0
516,TCP,7,132.04816019596333,DES,0.2569158584334239,2,Chrome,1
962,UDP,3,196.0975201486787,AES,0.5667834471156061,1,Chrome,1
126,TCP,2,1118.9978077851902,AES,0.2513053111036512,1,Chrome,0
637,TCP,7,244.2875861075147,,0.1238283658460156,1,Chrome,0
177,ICMP,3,1269.336265254229,,0.1129417568750118,1,Firefox,0
405,UDP,5,1225.5001480117148,AES,0.7302739057014698,0,Chrome,0
717,ICMP,3,237.97180227640533,AES,0.6146206048540265,2,Unknown,0
512,TCP,2,60.71129061945858,AES,0.4276029431872097,3,Chrome,1
284,TCP,5,145.56345742064204,AES,0.4726292422226099,1,Firefox,0
356,TCP,5,1117.1621572909544,AES,0.2412143356950259,1,Chrome,0
635,TCP,10,1501.823588577862,AES,0.0724900815297521,3,Firefox,0
353,UDP,5,386.3809840655401,AES,0.4272224955366141,0,Chrome,0
543,TCP,4,143.51076801543536,,0.1640873775537933,0,Edge,0
509,TCP,5,62.77560611350965,AES,0.6633916285008086,2,Chrome,0
369,TCP,4,194.48929953258573,DES,0.4417840130620103,1,Chrome,0
928,TCP,5,3117.1111237301275,AES,0.2192378797327277,2,Chrome,0
626,TCP,6,149.326854401643,DES,0.4875925572606101,1,Chrome,0
94,TCP,3,72.08595471285292,AES,0.1673003440945502,2,Chrome,0
537,UDP,4,1231.45768962121,AES,0.3175020689038164,0,Chrome,0
367,TCP,6,764.4650684422296,,0.5522961048967473,1,Chrome,0
670,UDP,4,612.2670042320594,DES,0.6324729460357419,2,Chrome,0
341,TCP,4,475.1521218829639,DES,0.1142464176544391,1,Chrome,0
477,TCP,5,968.1034736152236,,0.1763341995400506,0,Chrome,0
600,TCP,3,958.8035428495627,,0.3179456138268727,1,Edge,0
673,UDP,5,441.90985118413903,AES,0.2457649107763063,3,Chrome,0
259,TCP,3,213.49648104766663,AES,0.5920401183622336,3,Firefox,0
433,TCP,3,1472.40752574175,DES,0.4633481759121942,3,Edge,1
405,TCP,10,143.89705935042394,AES,0.5711969542396962,1,Chrome,0
369,TCP,3,610.8665546296135,AES,0.3074823935664694,2,Firefox,0
853,UDP,4,943.877265223019,AES,0.3972464248148962,3,Firefox,0
580,UDP,2,814.8292492241783,,0.1250070805449069,2,Chrome,0
247,TCP,5,771.5329877113128,DES,0.1275830500381217,2,Chrome,0
683,TCP,3,868.966499861094,,0.2953639630114019,0,Chrome,0
924,UDP,6,1667.7557175305817,AES,0.2884500333340842,2,Chrome,0
706,TCP,4,363.7989546346428,AES,0.248932846360351,2,Firefox,1
196,TCP,3,789.8782430060236,AES,0.2640141983689803,1,Chrome,0
403,TCP,3,955.1300120826256,,0.2727884968338436,1,Chrome,0
753,TCP,2,713.915926948315,AES,0.5568005749245504,2,Edge,0
358,TCP,2,1866.457231583724,DES,0.4477380834762792,1,Safari,1
588,UDP,2,850.8558379069228,DES,0.2079475511776274,4,Chrome,0
654,TCP,6,441.9142581175928,DES,0.0991734814552741,0,Edge,0
314,TCP,6,1494.500082454998,DES,0.0805571353825306,3,Safari,0
488,UDP,5,537.9982787042743,AES,0.2962939229915175,0,Chrome,0
64,TCP,4,604.296028734614,AES,0.245609204846883,1,Chrome,0
295,TCP,4,698.3541920212049,DES,0.4533878446573279,4,Firefox,0
449,TCP,2,311.812813564501,AES,0.3014476018127252,1,Chrome,0
250,TCP,4,1025.6623175854356,AES,0.1431585535014474,2,Chrome,0
826,UDP,9,82.62453258190554,AES,0.3901416647324924,1,Chrome,0
213,UDP,3,1625.1259879496724,AES,0.2948380134293726,1,Chrome,0
411,TCP,4,1123.6896964634686,AES,0.080983718175502,1,Chrome,0
526,UDP,3,349.10877723244647,,0.2387502104857343,2,Chrome,0
788,TCP,5,205.35313763445285,DES,0.3051170083506936,2,Edge,1
212,UDP,6,392.6850037634333,AES,0.3699865367207026,1,Chrome,1
732,TCP,2,1308.020307909569,AES,0.1919046573515208,4,Edge,0
502,TCP,6,25.66391556980137,,0.2173159655554526,3,Chrome,0
303,TCP,4,504.7755404096497,,0.036139235611379,1,Chrome,0
592,TCP,1,234.54194250047792,,0.408215129621812,2,Edge,0
539,TCP,2,1663.2422532826597,AES,0.1353768117514176,2,Safari,0
379,TCP,4,427.3321393830559,DES,0.7082677300966431,1,Firefox,0
513,UDP,4,957.593324494753,AES,0.2103723487670503,1,Chrome,0
422,TCP,5,354.39962301749523,AES,0.0395255450832942,1,Safari,0
522,ICMP,7,320.0235284583744,AES,0.7191215189351108,1,Firefox,0
632,TCP,6,315.4692574902977,AES,0.3812849634632371,2,Firefox,0
817,TCP,7,906.9969209771176,,0.2076923991581579,1,Chrome,0
252,UDP,5,2664.7602536271625,DES,0.3229205459042479,2,Firefox,0
926,TCP,6,186.7013391561711,AES,0.2648246677824046,1,Chrome,0
109,UDP,3,826.0377247161939,,0.5070415050332354,2,Firefox,0
469,UDP,3,246.780815380797,AES,0.3852362102221529,3,Chrome,0
617,TCP,3,637.6515281008511,DES,0.3480549763150973,1,Chrome,0
556,TCP,3,624.0084850513184,DES,0.1689139808684438,1,Firefox,0
375,TCP,3,478.3365406589435,AES,0.2315063890845416,3,Chrome,0
458,TCP,6,552.3513164824271,DES,0.1482395167944512,3,Chrome,0
401,TCP,4,1697.7533026634542,AES,0.4348808542075785,2,Chrome,0
382,UDP,5,74.22269221366982,AES,0.0782615402149965,2,Unknown,0
669,TCP,1,1418.8990127219554,AES,0.4528119810065444,1,Chrome,1
571,TCP,3,496.3834309128998,AES,0.308044553720591,4,Firefox,0
361,TCP,4,324.6849905115727,,0.3089934458007555,0,Safari,0
679,ICMP,1,155.98117018839662,AES,0.3509090588433247,2,Edge,0
561,TCP,4,1349.0830647792754,DES,0.4244379963753192,1,Chrome,0
662,TCP,6,717.2732948818624,AES,0.3442998834876844,3,Chrome,0
625,TCP,7,1042.668395568587,,0.2151644198288111,2,Chrome,0
334,ICMP,4,302.6262416858706,DES,0.3722647858030916,3,Chrome,0
387,ICMP,2,399.3275015852074,AES,0.395613837280464,1,Firefox,0
649,TCP,3,1959.4190815651675,DES,0.3065663803520335,2,Firefox,0
622,UDP,3,2599.1028605223205,AES,0.0603654977219078,2,Chrome,0
495,TCP,4,1077.1734625145084,AES,0.7032079060249946,3,Unknown,1
523,ICMP,3,1107.200843136241,DES,0.4068778143239984,0,Chrome,0
755,TCP,1,948.3833026661184,AES,0.75885213312559,2,Firefox,0
381,TCP,6,707.8529081699623,AES,0.3981485733080811,2,Firefox,1
609,TCP,5,723.2493102710545,DES,0.2378407310010676,4,Chrome,1
459,TCP,7,2655.0208061173084,AES,0.3853178331369276,2,Chrome,1
456,UDP,2,1111.9577051650865,AES,0.1910325841651674,2,Chrome,1
719,TCP,6,852.1604925144311,AES,0.1247919255078034,1,Chrome,0
665,ICMP,2,167.65844166029746,AES,0.311150174143006,1,Chrome,1
662,TCP,2,3020.3860323046188,,0.2056280711198109,0,Chrome,0
761,TCP,5,587.6644390849099,AES,0.2234048422822092,3,Chrome,0
504,TCP,4,2301.836606448674,AES,0.0375548537427198,1,Firefox,0
636,TCP,5,1000.1740737729252,AES,0.5302517473571433,2,Chrome,0
437,UDP,9,32.724964531539314,,0.6555570079968134,2,Chrome,0
564,TCP,5,619.4779792906528,AES,0.7008459657944341,3,Chrome,0
473,TCP,3,1785.567995704509,AES,0.2065512311191087,1,Firefox,0
519,TCP,3,42.53556726617147,AES,0.0942590558146546,3,Edge,0
619,TCP,1,1612.287801821638,AES,0.2874080308809998,1,Safari,0
336,ICMP,1,760.2737507680163,AES,0.1663687513809284,1,Unknown,0
918,TCP,3,36.439237911325336,DES,0.0908575424418104,0,Edge,0
298,UDP,5,374.21077547878434,DES,0.1202921441842489,0,Chrome,0
257,TCP,1,24.50807464508797,DES,0.0527489254674629,2,Chrome,0
731,TCP,2,1.3742178261820717,AES,0.5961474019470724,2,Chrome,0
658,ICMP,3,1813.9684331432584,AES,0.2731890350701901,1,Firefox,0
624,TCP,4,1104.4989387299777,,0.3929212562510698,1,Chrome,0
625,TCP,4,273.3975467333533,DES,0.869193051603424,3,Chrome,0
497,TCP,5,96.56933344668992,AES,0.3286811209903395,1,Firefox,0
320,TCP,5,44.77607148878523,AES,0.240583882405395,0,Chrome,0
515,UDP,4,1993.2775588933573,AES,0.4254693736072761,1,Firefox,0
364,TCP,5,785.8522366456999,DES,0.2421003251648999,2,Chrome,0
695,UDP,5,140.01516083320996,AES,0.268389912547167,1,Chrome,0
470,TCP,5,915.2107096600912,,0.384418576359952,1,Chrome,0
334,TCP,4,5443.232509058146,AES,0.1400076001113417,1,Firefox,0
435,TCP,2,1241.0386833130349,AES,0.1494230392926286,0,Chrome,0
582,TCP,4,473.2415176636122,AES,0.1563392944588966,0,Chrome,0
387,ICMP,3,1346.3671189342156,,0.5066329052737457,3,Chrome,0
335,TCP,10,1091.0212230897869,,0.4197703769740367,2,Firefox,0
548,TCP,2,74.26541693697688,AES,0.4265191353104811,0,Chrome,0
548,UDP,8,2079.679126752282,AES,0.5914842206986889,1,Chrome,0
398,UDP,1,1724.0444421342936,,0.0201647170282324,3,Firefox,1
405,TCP,1,714.3709932653392,AES,0.3736617726316543,1,Firefox,1
546,UDP,5,567.6638976950851,AES,0.2662710184005284,0,Edge,1
210,TCP,5,206.7486239686035,,0.0507459575014565,3,Chrome,0
218,TCP,2,1438.823738468799,,0.7744699646334658,1,Safari,0
356,TCP,5,452.3471176973836,AES,0.3653314344121757,3,Chrome,1
457,TCP,8,692.6809547672295,AES,0.0407143342707764,2,Firefox,0
562,TCP,8,149.14798986223988,,0.4366208732963352,1,Edge,0
795,TCP,5,192.45841079075373,AES,0.5160551428037631,4,Edge,0
671,TCP,3,3370.574061463249,AES,0.3641933104108133,3,Firefox,0
468,UDP,5,544.9748401627303,AES,0.2651696049833572,1,Unknown,0
496,ICMP,3,1353.1384774771834,,0.2478240234067927,1,Chrome,0
299,UDP,5,1416.295905152199,AES,0.5835337686450378,0,Firefox,0
496,TCP,4,3192.434490595072,AES,0.4673798860415752,3,Chrome,0
442,TCP,2,3255.129333354427,AES,0.4621243006387462,3,Chrome,0
564,TCP,10,488.45108771215735,,0.3186487050541128,2,Chrome,0
334,TCP,3,2401.7283523063475,DES,0.0942556705721732,3,Firefox,0
603,TCP,3,363.87692600138746,DES,0.6324430825034763,1,Edge,0
806,TCP,6,748.4586143609713,DES,0.7293871938831017,0,Chrome,0
478,UDP,5,1379.485976251833,DES,0.5486421613532566,2,Firefox,0
580,TCP,7,1960.7431473749025,AES,0.2134341893127883,4,Chrome,0
638,TCP,4,593.5997740380213,,0.2025300154068431,1,Firefox,0
419,TCP,5,432.8347035997963,DES,0.46121151797168,1,Chrome,1
544,TCP,3,1043.0877101840715,DES,0.2304731407359234,3,Chrome,1
502,TCP,2,486.9383156809717,DES,0.2320173428288454,2,Unknown,0
519,TCP,2,891.3091643951311,AES,0.5187905318426385,1,Edge,0
345,TCP,4,1304.606496740328,AES,0.312577903387128,2,Firefox,1
504,TCP,5,1471.7214585564684,DES,0.5633426780295543,1,Chrome,0
599,TCP,5,234.7605878502669,AES,0.3277441859332334,2,Firefox,1
790,UDP,6,677.8934494854515,AES,0.0567142081720265,1,Chrome,0
691,UDP,7,20.282360395872487,DES,0.1004325339025341,1,Firefox,1
930,TCP,6,1278.625148805052,DES,0.3842531293597677,3,Edge,0
346,TCP,2,106.91213415339824,,0.2879448991145958,2,Firefox,0
674,UDP,1,1642.610566371037,DES,0.2647785893709732,2,Edge,1
536,TCP,5,417.7918883790516,AES,0.2928909609368726,1,Chrome,1
937,TCP,6,146.4350007208238,AES,0.7638652715952837,1,Chrome,0
