network_packet_size,login_attempts,session_duration,ip_reputation_score,failed_logins
518,7,195.4101798830058,0.4472088363848736,0
102,3,2018.4893233966325,0.208078319662466,2
456,5,108.46893562306865,0.1097625098489018,2
571,5,1101.401768015545,0.4818222137601502,2
795,6,1614.1886098890527,0.1796520284230282,2
396,6,1679.8526967503185,0.6107440107285588,0
338,2,431.3095534963739,0.3254855696413191,1
399,3,546.9722169261106,0.5954335496002904,0
683,5,312.3613276488573,0.3415719127620866,3
565,8,127.51964209032084,0.1981503877084024,2
394,4,190.7796533194509,0.3840149947090269,1
602,4,115.82192978072582,0.2826995354274423,1
519,3,418.7535920670476,0.5074718561537545,2
693,4,149.39682434919536,0.7465329921047918,2
359,4,413.2077481798984,0.3961354801328169,3
434,7,1524.0632797670812,0.2653750876483886,0
421,7,850.2462962444683,0.7363071667506592,3
207,4,869.5488497403968,0.1801952291959206,3
559,3,1336.4809719223258,0.2804595050221319,1
552,2,33.65280380665794,0.3119724983066272,0
501,3,1265.8898099183805,0.359586097716788,2
453,5,174.87198977443362,0.4396989559319573,2
216,6,339.6289336863756,0.792908723614886,0
415,2,294.5849672223419,0.2046812710873537,3
431,2,89.33142787527953,0.0213026825741628,2
339,3,152.6475054745366,0.40868098195241,2
467,1,2505.1902247693133,0.2099886202093015,2
580,3,733.5772844904812,0.2422452498276949,2
877,4,513.9203055468032,0.1815156636532834,0
534,4,1134.3759248662836,0.6356549060949741,2
551,5,1344.486704150752,0.2153356389185488,0
485,6,93.46336107579046,0.4063312275073519,2
116,4,1080.449674152331,0.4623687098674023,0
494,6,2155.276873158772,0.4082261331463432,1
512,6,704.422488537655,0.2212732586710722,1
992,2,761.8596818225025,0.0425389889151891,1
461,3,1634.686997948409,0.0902244146247547,1
560,5,910.2548697823172,0.293848130472684,2
493,1,4282.643311411911,0.4271570441204733,1
266,5,265.80179500946144,0.3106996126499128,2
728,9,1493.9483851057782,0.3440707492302625,0
650,9,758.2441511370571,0.3970540586315398,1
658,3,364.2314264843896,0.4228182535278166,1
318,2,1716.8731834652806,0.1735475969680256,1
780,5,4468.001253098631,0.5133769785913413,1
219,4,47.6720891871051,0.0839245230551094,3
617,5,2077.8093270932563,0.756641279217048,1
938,5,181.63190836745449,0.3289525285764282,2
301,6,183.7197582739341,0.2639313835435253,2
386,1,34.12234567916193,0.2923132031445906,1
519,8,2042.7649588398008,0.2337753258585817,3
399,6,1139.689059842402,0.7173627311559833,1
189,1,43.94449986840703,0.324800802082674,2
513,3,803.0822652641986,0.1453538307828547,0
287,6,102.38892419769635,0.0638388079990007,1
594,9,1113.5448828433073,0.2015363761915499,1
316,3,420.8242964449342,0.1010497118158562,0
809,4,42.53231749395693,0.1840217502247818,1
343,5,1414.7818469631654,0.1099788946865137,3
435,4,679.6785160847335,0.251661490626902,3
662,1,1185.7797753569248,0.506076780728524,2
253,1,897.9900818952359,0.2380386819236216,4
545,4,455.88912093711633,0.2624537715319337,3
761,1,959.6300158997273,0.1775413015405739,2
178,3,11.890700511572373,0.2863406889126293,1
536,3,332.0943080741142,0.7033341839914414,0
551,3,1203.5341894452372,0.1178914973329318,2
656,5,1151.9651057221577,0.3452066461644786,1
252,4,1747.1974055008438,0.3064959364798829,0
235,3,755.434368901311,0.2509659861114192,3
604,3,2280.568942195515,0.8039075882980276,0
559,3,652.6355940282597,0.1325266852429517,2
550,1,555.2444851752033,0.3650417976497674,2
569,7,175.73628085127916,0.51671417169513,1
363,6,1207.0821332288124,0.3510400422582782,2
546,5,942.2728647931104,0.3436559596851325,1
558,9,494.07664627087496,0.3144316341041462,2
357,9,72.91081297639256,0.1995373166844637,2
873,3,107.46754869926538,0.0512262805867224,2
594,3,97.24720087836856,0.4076859456226729,4
261,10,376.7703857763132,0.2406992996769797,1
631,6,138.5095628371252,0.100603632546575,1
305,6,1577.7168112486886,0.346916590070728,1
657,6,1836.854066404744,0.147279396713671,3
731,5,1554.6376149090595,0.2549226275413593,2
335,3,750.9414290852901,0.12309678522027,3
692,7,725.7763899065397,0.5231976202835485,2
582,5,1772.5689478516597,0.2328323308098431,1
664,8,417.1159065866958,0.3710642290728093,2
879,5,51.49798031536433,0.1010016631229617,0
450,1,508.49628287021335,0.2577704856444119,2
349,8,645.4298805334846,0.242800051494813,1
322,1,637.8327848930265,0.1999112691064991,1
336,2,138.5347758456176,0.1171155765443611,2
484,5,1223.8102732316374,0.3957542090094353,1
568,5,1053.3158665799629,0.1891346709377445,2
555,5,208.93902977348893,0.551708412894967,1
665,6,640.9945335485618,0.5003713391880107,3
502,12,1249.7694954987144,0.2982140196718431,1
790,4,6.171441467446689,0.1969726328712207,2
447,3,257.4377388281377,0.0676815431149165,0
1044,4,510.9845736621589,0.5004393941360112,2
625,1,1491.6272442087734,0.2292396077650228,3
328,4,1283.4300381717148,0.2790877310772736,2
285,7,130.94982959554818,0.2546566696903113,2
596,2,497.02132412144806,0.1179179164359383,2
455,2,290.6566794998655,0.4049464294212396,2
642,1,410.5743325044247,0.2535139501498699,2
594,4,622.3103994578047,0.8110277884368354,2
485,4,553.4633422524302,0.0914983771525435,2
330,2,122.12443528436629,0.5509077290494483,0
197,7,103.8028280833901,0.444103086563627,2
410,5,111.65696274923886,0.3910043614883334,1
671,4,1472.5326581431882,0.1093543451809174,3
542,5,16.10939607653426,0.3107330737649837,1
250,4,180.92309581506888,0.1752762514727518,1
534,7,2496.887261332685,0.2451322964747888,1
577,5,54.64134538770197,0.2994484351708427,1
323,5,29.59799365313628,0.2776327619502889,1
530,5,391.9421775186524,0.3016053857217878,2
511,2,131.1458838080163,0.1389147899939635,2
271,3,667.3328621639511,0.0863630197646222,3
571,5,330.69417239531657,0.0989605835813575,0
612,3,187.5349141621204,0.5341956729663283,2
716,3,5258.007876672442,0.0806761863988792,2
710,2,333.75180613210904,0.3712473480414219,3
224,5,819.5606827516343,0.2634839803106942,2
312,4,1657.8967328136305,0.2363722399848674,1
603,8,2044.817851142252,0.6514337877152981,3
602,7,422.2788269064481,0.2150948601146794,3
603,1,2988.9867876731164,0.2760896524741578,2
1270,5,1031.5238151002425,0.7746157586048802,1
614,7,700.2644400491948,0.1488149454951986,3
727,2,945.454259300091,0.6518286335567869,1
690,8,357.2019170732965,0.2128422693821582,1
630,3,441.8813257762719,0.3379403701696052,2
436,2,706.0315237925229,0.3594574510632399,0
651,7,316.6108122061147,0.2730883183996028,2
345,3,1171.6183429982286,0.3820914343646016,1
452,4,231.3057526954721,0.1758898600813458,3
402,6,1274.8733430770328,0.4186859064025884,1
516,7,132.04816019596333,0.2569158584334239,2
962,3,196.0975201486787,0.5667834471156061,1
126,2,1118.9978077851902,0.2513053111036512,1
637,7,244.2875861075147,0.1238283658460156,1
177,3,1269.336265254229,0.1129417568750118,1
405,5,1225.5001480117148,0.7302739057014698,0
717,3,237.97180227640533,0.6146206048540265,2
512,2,60.71129061945858,0.4276029431872097,3
284,5,145.56345742064204,0.4726292422226099,1
356,5,1117.1621572909544,0.2412143356950259,1
635,10,1501.823588577862,0.0724900815297521,3
353,5,386.3809840655401,0.4272224955366141,0
543,4,143.51076801543536,0.1640873775537933,0
509,5,62.77560611350965,0.6633916285008086,2
369,4,194.48929953258573,0.4417840130620103,1
928,5,3117.1111237301275,0.2192378797327277,2
626,6,149.326854401643,0.4875925572606101,1
94,3,72.08595471285292,0.1673003440945502,2
537,4,1231.45768962121,0.3175020689038164,0
367,6,764.4650684422296,0.5522961048967473,1
670,4,612.2670042320594,0.6324729460357419,2
341,4,475.1521218829639,0.1142464176544391,1
477,5,968.1034736152236,0.1763341995400506,0
600,3,958.8035428495627,0.3179456138268727,1
673,5,441.90985118413903,0.2457649107763063,3
259,3,213.49648104766663,0.5920401183622336,3
433,3,1472.40752574175,0.4633481759121942,3
405,10,143.89705935042394,0.5711969542396962,1
369,3,610.8665546296135,0.3074823935664694,2
853,4,943.877265223019,0.3972464248148962,3
580,2,814.8292492241783,0.1250070805449069,2
247,5,771.5329877113128,0.1275830500381217,2
683,3,868.966499861094,0.2953639630114019,0
924,6,1667.7557175305817,0.2884500333340842,2
706,4,363.7989546346428,0.248932846360351,2
196,3,789.8782430060236,0.2640141983689803,1
403,3,955.1300120826256,0.2727884968338436,1
753,2,713.915926948315,0.5568005749245504,2
358,2,1866.457231583724,0.4477380834762792,1
588,2,850.8558379069228,0.2079475511776274,4
654,6,441.9142581175928,0.0991734814552741,0
314,6,1494.500082454998,0.0805571353825306,3
488,5,537.9982787042743,0.2962939229915175,0
64,4,604.296028734614,0.245609204846883,1
295,4,698.3541920212049,0.4533878446573279,4
449,2,311.812813564501,0.3014476018127252,1
250,4,1025.6623175854356,0.1431585535014474,2
826,9,82.62453258190554,0.3901416647324924,1
213,3,1625.1259879496724,0.2948380134293726,1
411,4,1123.6896964634686,0.080983718175502,1
526,3,349.10877723244647,0.2387502104857343,2
788,5,205.35313763445285,0.3051170083506936,2
212,6,392.6850037634333,0.3699865367207026,1
732,2,1308.020307909569,0.1919046573515208,4
502,6,25.66391556980137,0.2173159655554526,3
303,4,504.7755404096497,0.036139235611379,1
592,1,234.54194250047792,0.408215129621812,2
539,2,1663.2422532826597,0.1353768117514176,2
379,4,427.3321393830559,0.7082677300966431,1
513,4,957.593324494753,0.2103723487670503,1
422,5,354.39962301749523,0.0395255450832942,1
522,7,320.0235284583744,0.7191215189351108,1
632,6,315.4692574902977,0.3812849634632371,2
817,7,906.9969209771176,0.2076923991581579,1
252,5,2664.7602536271625,0.3229205459042479,2
926,6,186.7013391561711,0.2648246677824046,1
109,3,826.0377247161939,0.5070415050332354,2
469,3,246.780815380797,0.3852362102221529,3
617,3,637.6515281008511,0.3480549763150973,1
556,3,624.0084850513184,0.1689139808684438,1
375,3,478.3365406589435,0.2315063890845416,3
458,6,552.3513164824271,0.1482395167944512,3
401,4,1697.7533026634542,0.4348808542075785,2
382,5,74.22269221366982,0.0782615402149965,2
669,1,1418.8990127219554,0.4528119810065444,1
571,3,496.3834309128998,0.308044553720591,4
361,4,324.6849905115727,0.3089934458007555,0
679,1,155.98117018839662,0.3509090588433247,2
561,4,1349.0830647792754,0.4244379963753192,1
662,6,717.2732948818624,0.3442998834876844,3
625,7,1042.668395568587,0.2151644198288111,2
334,4,302.6262416858706,0.3722647858030916,3
387,2,399.3275015852074,0.395613837280464,1
649,3,1959.4190815651675,0.3065663803520335,2
622,3,2599.1028605223205,0.0603654977219078,2
495,4,1077.1734625145084,0.7032079060249946,3
523,3,1107.200843136241,0.4068778143239984,0
755,1,948.3833026661184,0.75885213312559,2
381,6,707.8529081699623,0.3981485733080811,2
609,5,723.2493102710545,0.2378407310010676,4
459,7,2655.0208061173084,0.3853178331369276,2
456,2,1111.9577051650865,0.1910325841651674,2
719,6,852.1604925144311,0.1247919255078034,1
665,2,167.65844166029746,0.311150174143006,1
662,2,3020.3860323046188,0.2056280711198109,0
761,5,587.6644390849099,0.2234048422822092,3
504,4,2301.836606448674,0.0375548537427198,1
636,5,1000.1740737729252,0.5302517473571433,2
437,9,32.724964531539314,0.6555570079968134,2
564,5,619.4779792906528,0.7008459657944341,3
473,3,1785.567995704509,0.2065512311191087,1
519,3,42.53556726617147,0.0942590558146546,3
619,1,1612.287801821638,0.2874080308809998,1
336,1,760.2737507680163,0.1663687513809284,1
918,3,36.439237911325336,0.0908575424418104,0
298,5,374.21077547878434,0.1202921441842489,0
257,1,24.50807464508797,0.0527489254674629,2
731,2,1.3742178261820717,0.5961474019470724,2
658,3,1813.9684331432584,0.2731890350701901,1
624,4,1104.4989387299777,0.3929212562510698,1
625,4,273.3975467333533,0.869193051603424,3
497,5,96.56933344668992,0.3286811209903395,1
320,5,44.77607148878523,0.240583882405395,0
515,4,1993.2775588933573,0.4254693736072761,1
364,5,785.8522366456999,0.2421003251648999,2
695,5,140.01516083320996,0.268389912547167,1
470,5,915.2107096600912,0.384418576359952,1
334,4,5443.232509058146,0.1400076001113417,1
435,2,1241.0386833130349,0.1494230392926286,0
582,4,473.2415176636122,0.1563392944588966,0
387,3,1346.3671189342156,0.5066329052737457,3
335,10,1091.0212230897869,0.4197703769740367,2
548,2,74.26541693697688,0.4265191353104811,0
548,8,2079.679126752282,0.5914842206986889,1
398,1,1724.0444421342936,0.0201647170282324,3
405,1,714.3709932653392,0.3736617726316543,1
546,5,567.6638976950851,0.2662710184005284,0
210,5,206.7486239686035,0.0507459575014565,3
218,2,1438.823738468799,0.7744699646334658,1
356,5,452.3471176973836,0.3653314344121757,3
457,8,692.6809547672295,0.0407143342707764,2
562,8,149.14798986223988,0.4366208732963352,1
795,5,192.45841079075373,0.5160551428037631,4
671,3,3370.574061463249,0.3641933104108133,3
468,5,544.9748401627303,0.2651696049833572,1
496,3,1353.1384774771834,0.2478240234067927,1
299,5,1416.295905152199,0.5835337686450378,0
496,4,3192.434490595072,0.4673798860415752,3
442,2,3255.129333354427,0.4621243006387462,3
564,10,488.45108771215735,0.3186487050541128,2
334,3,2401.7283523063475,0.0942556705721732,3
603,3,363.87692600138746,0.6324430825034763,1
806,6,748.4586143609713,0.7293871938831017,0
478,5,1379.485976251833,0.5486421613532566,2
580,7,1960.7431473749025,0.2134341893127883,4
638,4,593.5997740380213,0.2025300154068431,1
419,5,432.8347035997963,0.46121151797168,1
544,3,1043.0877101840715,0.2304731407359234,3
502,2,486.9383156809717,0.2320173428288454,2
519,2,891.3091643951311,0.5187905318426385,1
345,4,1304.606496740328,0.312577903387128,2
504,5,1471.7214585564684,0.5633426780295543,1
599,5,234.7605878502669,0.3277441859332334,2
790,6,677.8934494854515,0.0567142081720265,1
691,7,20.282360395872487,0.1004325339025341,1
930,6,1278.625148805052,0.3842531293597677,3
346,2,106.91213415339824,0.2879448991145958,2
674,1,1642.610566371037,0.2647785893709732,2
536,5,417.7918883790516,0.2928909609368726,1
937,6,146.4350007208238,0.7638652715952837,1
338,4,1270.982731292495,0.3927211050035888,2
332,6,178.80127935801005,0.2171521454160496,1
380,7,401.2478457048691,0.2178273161837279,4
75,2,669.3853366958781,0.6964000292784972,1
394,5,357.06710615021143,0.0783668806492494,1
348,2,157.81374339733782,0.1329296203186743,3
530,6,416.8271023025691,0.0909857164519636,1
568,7,124.61633860549372,0.3076052585875024,2
875,4,1015.9632083330908,0.1268035010112213,3
690,5,150.51554725543187,0.1503410003415206,2
384,4,526.8150373921366,0.1173353894578856,1
320,4,657.4724714273497,0.3344906557050826,0
598,2,2321.311931324601,0.0549769407877706,2
235,4,65.19224417074551,0.2450245110405784,2
866,8,2132.628166777973,0.1186877222649714,1
735,2,186.7837861770372,0.1194755093077225,2
406,1,1470.7602446072638,0.3867852722792184,2
157,7,75.88405038491372,0.099117919779548,2
770,2,3586.5303635004507,0.4374199394963401,1
477,2,1318.6791908414502,0.3571279938987257,0
747,3,52.01584766087736,0.1723968153176026,4
181,5,192.75181853158136,0.4347811869383117,0
380,4,636.223650897408,0.5199266775524624,3
501,5,593.1509539774886,0.3771766425312655,0
509,6,793.8232753577087,0.1488513664932715,2
409,3,498.1609302112118,0.1895203406364972,0
624,4,1059.901481610723,0.2630026785595361,2
286,4,342.7646284576921,0.1571596952602033,0
471,4,155.24345713718046,0.3839124968406228,2
524,3,27.490555555123645,0.3622696851970853,1
602,5,314.15632646091484,0.2890653494291877,1
642,6,445.3264985677889,0.3186402409074456,0
275,6,860.8594653509111,0.1454543588851636,1
193,2,1313.8017528376006,0.2759642148318656,2
755,6,219.6155862443666,0.4796020142969581,2
566,5,543.7151280048485,0.6151848120543157,2
350,4,212.980595450182,0.3192670293534753,3
810,6,2415.452120872336,0.4860501283877853,2
523,1,834.2698472105207,0.2457151008824127,1
735,5,906.3205407982592,0.0417781282014548,2
513,2,606.104444143641,0.4407860222968099,1
912,6,264.838917966071,0.5191063916049161,2
851,7,178.944837530513,0.2465114395775569,2
450,4,855.1935030858665,0.1404996633249835,1
694,4,2037.839554015708,0.1342275619199011,4
629,7,191.5135728141716,0.181773886639099,0
773,2,678.4652914507715,0.1660409247687316,1
307,6,602.8699075608242,0.7870270463385711,3
637,2,821.0030059019639,0.144507002359606,1
711,5,708.9777704723288,0.0463257316611211,2
148,4,254.83705572921428,0.2332413694673469,1
263,3,940.6755581780216,0.1217957950924629,3
92,1,254.68878294385453,0.2913318224183618,4
446,2,846.7298282239082,0.5754628119619334,1
643,3,285.26379088683524,0.2538752613652882,3
800,3,68.81479967744049,0.5646303781769566,1
514,2,108.86043713950852,0.3674370971536336,2
825,8,1437.077970094992,0.3839509449215886,3
223,5,103.49970247123396,0.6259181133813,2
159,4,320.99508897526187,0.1650697828785725,2
488,2,271.33946881162154,0.1181121152724756,3
576,6,47.68086939869976,0.4409808884129393,2
493,4,732.0722289032649,0.5287362256055198,0
86,4,1282.7069048148308,0.3997248310487209,2
482,3,3896.328707679077,0.258230168398981,3
239,3,2199.49891931006,0.6787590187557787,2
633,5,40.46735178295716,0.1167910668444696,2
573,4,238.19529887877223,0.0451196252974713,1
312,3,424.9835810903341,0.1233264065393117,2
397,2,1663.6450617382643,0.2772451559572069,3
288,4,357.1356620606024,0.3777618294094363,1
487,3,675.7573723530146,0.2984365845475066,3
691,5,862.0906489934802,0.2796603883414871,2
302,4,283.0104774964186,0.6550560488426229,1
600,2,697.7052942792316,0.2846061885946446,2
393,1,41.78067201334875,0.3223757817435106,1
341,6,523.4231991250443,0.3276860623023918,2
478,3,380.5414987096645,0.2103442274863202,3
292,2,351.7404523962581,0.0317634948418881,1
389,2,214.19156324338755,0.3584439206488646,1
260,4,1361.8315323598167,0.5165786017169385,1
892,5,1709.134690853882,0.4992038366507091,2
507,5,1752.3233441273994,0.2841674336694096,0
360,3,403.4865778239022,0.1557709989883122,1
542,3,239.97788280236048,0.5018388851042683,1
477,2,82.87836042133783,0.0633924619636463,2
455,3,892.7882702452835,0.0842230220692095,0
622,4,320.58239488844754,0.5549443799111192,1
651,6,259.1076528573121,0.3755605267831615,2
393,3,371.4566393301081,0.2541381987119746,0
384,5,647.248193926389,0.4320819256902591,1
444,5,141.31839768582626,0.5033289655180664,2
64,4,2602.309128795854,0.1197090181572602,0
196,4,1055.24986022341,0.4084714992359909,2
773,2,38.33239482130345,0.2191327186318892,1
828,4,293.13528080005744,0.5520509331788248,1
450,3,41.264089186286704,0.1717332808583244,1
615,6,208.561285304474,0.4461973091437657,0
562,3,270.16018893753994,0.1280910465328125,2
1115,1,1012.621059097112,0.4574024783350627,1
723,3,1014.7802053854936,0.5298527426914112,3
474,3,37.1077070741238,0.7914732046005589,2
308,5,709.6334400472718,0.1885797428062117,2
178,6,2593.523797175267,0.6579082363213408,1
540,8,791.8745688539061,0.1339957966751723,1
348,3,2586.122756422195,0.3134185653690287,2
215,2,383.1504074999258,0.3117467975230141,0
370,6,492.6205213960546,0.1452841737902251,0
283,4,547.3285633258175,0.1589136049138914,1
837,7,2061.0608468592945,0.0435771371911826,3
676,3,382.791371814054,0.5114578967837109,1
498,6,3279.5697093711424,0.5487642479141687,4
795,7,626.6781713475829,0.1440893382198186,3
515,3,196.8439415965176,0.1477622464217483,1
327,2,87.57341324246734,0.2466059331941914,4
804,4,151.83738130439949,0.2150811147271361,1
607,5,32.060104561091926,0.4155677504838529,3
292,6,942.9306555899634,0.2869485415219307,1
461,6,582.0322080577412,0.4066205218277882,3
324,4,1071.2962647815316,0.3392307240004005,2
223,6,1219.5706661244094,0.609144954389227,1
685,2,2143.1406281745503,0.3956292628479452,2
881,4,99.54254758626884,0.3589836255608141,1
220,2,164.7374052405895,0.3267986179665448,3
612,3,635.7441515689777,0.619831457511168,1
369,4,110.97235996589414,0.3444682029186903,2
402,4,77.84485553862508,0.2757646392384275,4
381,8,878.1004577397412,0.3786624796354609,0
327,2,1031.9485580782866,0.1022675412090081,1
509,6,1483.2509143250172,0.0953972040353312,2
333,3,1979.141827860449,0.427971703066784,2
554,3,467.4334236104878,0.5041812546089364,2
489,5,3124.607657783129,0.3549355641249846,0
452,3,30.898691209998635,0.0816186622925295,2
318,6,1632.9624148339556,0.1745344534679175,3
384,6,310.2681752114139,0.479249768282443,1
651,4,2037.9143244022027,0.2434761095241926,1
600,2,201.44472302339048,0.0378831375129185,2
304,5,1080.722173905118,0.5003109601721245,3
519,5,443.3439575840872,0.1214446411841309,2
650,2,384.3209932767374,0.5312668751436829,3
166,3,49.00639147439193,0.0838521308109181,2
608,5,979.100245959024,0.6586584852606695,1
367,7,154.2396578621673,0.228894665421811,3
614,7,497.39556990155336,0.1169367632451486,1
347,1,121.87608857038836,0.2599774872505725,3
139,2,742.0387261710403,0.2968284262627954,0
174,3,210.1951533368564,0.4168589106425155,2
509,8,721.9034188515179,0.1776086803989905,0
551,7,2344.1920715778606,0.2089188016446435,0
319,6,2029.821054060948,0.3325643216715722,1
627,5,178.97933498090316,0.3411222836383881,2
167,2,83.56483714882313,0.4611869002402154,1
486,2,34.878260140360965,0.5180902811485432,1
257,2,1410.5591597029345,0.7627236947749233,1
369,1,229.40741976519703,0.185560846496481,3
509,3,267.1901087181883,0.322963438935881,3
327,3,205.20028216516903,0.1600642617050865,4
423,3,1466.485057279488,0.218726539926154,1
701,2,3086.8614495928914,0.5744886122090616,0
384,6,1125.8073594529112,0.3242184416801477,0
667,4,1387.900508592469,0.43549450193708,3
274,7,775.1215165095037,0.5131188913044067,2
605,4,601.9355181044742,0.2602007874188997,1
788,7,1022.8938782891752,0.2672013507815763,2
64,1,29.13443062137344,0.5140630158307588,2
340,5,50.69314848683904,0.2158335693808434,3
615,5,929.9409886532912,0.3251566704174881,2
459,4,326.45876301326695,0.1405223838336705,1
574,4,536.8492685016083,0.3359260195933525,2
379,10,1218.580884098439,0.1455057883743728,0
517,1,688.6051804467361,0.2455405489907753,1
468,5,1308.8796559759128,0.2048677954485679,2
733,3,434.6174048498677,0.4611603867324969,1
550,4,271.0942382786429,0.1437247696960634,4
567,5,214.1330215008757,0.2922023750469405,2
417,1,112.9568511762338,0.3295033495716246,0
402,4,29.99247507050014,0.4607046343891963,3
413,5,43.69084296322954,0.1248833358985162,2
578,4,252.8639504827696,0.3006021017913319,0
415,3,261.0414109968212,0.1021091429373855,1
557,5,384.7345790155134,0.660001721259217,1
915,2,716.4405827702604,0.1681959641833399,2
674,2,1139.3616023025886,0.1741367566705358,1
434,4,176.22313469547151,0.4336850456333536,2
740,6,1139.1909235972876,0.0635914098559084,2
418,4,119.71888942754651,0.5159011496375359,0
92,7,3585.910537470248,0.387774219346023,0
298,7,268.4159891767951,0.5243169696208322,1
125,1,1452.8499985172157,0.3091812934903772,2
429,2,169.03703432506114,0.6731715624225574,2
503,4,2406.9369845901806,0.3038312469712627,1
835,3,1401.8469577809424,0.3731008497187187,3
565,3,356.2666218153853,0.1120246437119862,1
456,3,437.814287224645,0.5370388038197251,2
665,3,3.0763020154606293,0.4156810558019157,2
64,5,231.6748458074832,0.3824490993331821,0
547,2,273.1999139689734,0.5082815486204378,1
654,3,482.2631137550463,0.5212148901076991,2
204,3,119.77490576314491,0.6321987460104889,1
728,5,521.2463245354337,0.0232152976537792,1
567,5,883.2259258129379,0.4046713256917472,3
416,4,371.2583421632176,0.1130776354139459,2
626,7,211.3758745796674,0.3129692244575058,0
954,5,634.7568436248279,0.2763542712184483,1
536,3,23.546264180349848,0.1991966004192114,1
549,5,333.4280915720289,0.1623620466640693,1
408,10,599.9268324566538,0.3504231144363717,1
330,2,327.3891479419907,0.1035812988191937,5
666,1,339.02314092820245,0.2181042749690882,4
328,3,1508.662714491907,0.2298113673713112,0
514,5,2174.380886608305,0.4889490648601779,1
404,5,1405.388721495742,0.1929031180262343,2
595,3,83.28233437097971,0.6469324315441133,2
566,5,273.70209626662427,0.204817138229567,0
707,4,993.8781438654912,0.3041462849741824,0
397,6,2931.905217508983,0.3958369595017428,0
446,3,221.95471865244303,0.2353305870641703,1
304,2,1827.8784945384327,0.1477827855670451,3
411,5,1074.6338363111,0.2955177994819774,1
575,4,3281.113052112155,0.1770765770185088,1
651,2,78.60684152059112,0.1438132116766708,1
315,8,401.68532664910543,0.4724710890766852,2
673,4,520.2464210857293,0.2840967991459509,1
771,2,891.9948868521348,0.62995176640076,1
